1D Histogram for $c_1 \ \textrm{[GeV}^{-1}\textrm{]}$
X	Y
-5.359934	0.151479
-5.359934	0.164039
-5.004136	0.164039
-5.004136	0.182485
-4.648337	0.182485
-4.648337	0.184700
-4.292539	0.184700
-4.292539	0.185763
-3.936741	0.185763
-3.936741	0.182630
-3.580942	0.182630
-3.580942	0.189556
-3.225144	0.189556
-3.225144	0.186128
-2.869346	0.186128
-2.869346	0.189228
-2.513548	0.189228
-2.513548	0.178375
-2.157749	0.178375
-2.157749	0.156689
-1.801951	0.156689
-1.801951	0.128035
-1.446153	0.128035
-1.446153	0.100242
-1.090355	0.100242
-1.090355	0.074589
-0.734556	0.074589
-0.734556	0.058297
-0.378758	0.058297
-0.378758	0.050542
-0.022960	0.050542
-0.022960	0.000000

-7.136636	0.000000
-7.136636	0.136501
-6.780950	0.136501
-6.780950	0.138190
-6.425265	0.138190
-6.425265	0.160858
-6.069579	0.160858
-6.069579	0.178308
-5.713894	0.178308
-5.713894	0.169866
-5.358208	0.169866
-5.358208	0.185150
-5.002523	0.185150
-5.002523	0.197033
-4.646837	0.197033
-4.646837	0.183874
-4.291152	0.183874
-4.291152	0.195632
-3.935466	0.195632
-3.935466	0.171842
-3.579781	0.171842
-3.579781	0.153208
-3.224095	0.153208
-3.224095	0.154269
-2.868410	0.154269
-2.868410	0.143281
-2.512724	0.143281
-2.512724	0.128768
-2.157039	0.128768
-2.157039	0.114909
-1.801353	0.114909
-1.801353	0.101147
-1.445668	0.101147
-1.445668	0.092334
-1.089982	0.092334
-1.089982	0.081407
-0.734297	0.081407
-0.734297	0.067844
-0.378611	0.067844
-0.378611	0.057050
-0.022926	0.057050
-0.022926	0.000000

-7.137139	0.000000
-7.137139	0.128039
-6.781441	0.128039
-6.781441	0.150316
-6.425744	0.150316
-6.425744	0.150047
-6.070046	0.150047
-6.070046	0.160547
-5.714348	0.160547
-5.714348	0.179831
-5.358650	0.179831
-5.358650	0.207989
-5.002952	0.207989
-5.002952	0.167091
-4.647254	0.167091
-4.647254	0.190499
-4.291556	0.190499
-4.291556	0.180554
-3.935858	0.180554
-3.935858	0.176030
-3.580161	0.176030
-3.580161	0.166350
-3.224463	0.166350
-3.224463	0.159286
-2.868765	0.159286
-2.868765	0.160164
-2.513067	0.160164
-2.513067	0.141122
-2.157369	0.141122
-2.157369	0.124129
-1.801671	0.124129
-1.801671	0.113922
-1.445973	0.113922
-1.445973	0.083733
-1.090275	0.083733
-1.090275	0.077566
-0.734578	0.077566
-0.734578	0.053827
-0.378880	0.053827
-0.378880	0.040332
-0.023182	0.040332
-0.023182	0.000000

